Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,PercentDD,Trades,ReEntryExtension,PTAsTimeREExt,CloseBreakEvenAfter,Pair
18652,73002709.00,5419.05,1.56847,1.65073,1.94205,-0.00028,73002709,2.79,3455,0.2,0.7,5,NZDCAD
19055,126002109.00,3643.55,2.33861,1.75300,1.31243,-0.00125,126002109,2.78,1558,0.3,0.8,5,NZDCAD
7523,106002109.00,1922.17,1.15446,1.46201,0.69801,-0.00032,106002109,2.75,1665,0.3,0.9,3,NZDCAD
6903,429002608.00,698.08,1.79455,1.33481,0.26827,-0.02640,429002608,2.60,389,0.7,0.7,3,NZDCAD
15459,449002608.00,807.73,3.70518,1.39648,0.31047,-0.06097,449002608,2.60,218,0.7,1.4,4,NZDCAD
21411,665002608.00,1351.03,6.59039,1.53982,0.51934,-0.09626,665002608,2.60,205,0.7,1.4,5,NZDCAD
23643,855002608.00,1219.74,8.90321,1.47737,0.47031,-0.05757,855002608,2.59,137,0.7,2,5,NZDCAD
14715,416002608.00,827.53,3.56694,1.36892,0.31953,-0.08197,416002608,2.59,232,0.7,1.2,4,NZDCAD
20667,433002608.00,1481.80,6.55664,1.60922,0.57239,-0.06584,433002608,2.59,226,0.7,1.2,5,NZDCAD
20636,402002508.00,1590.49,5.26652,1.73716,0.62250,-0.15137,402002508,2.55,302,0.6,1.2,5,NZDCAD
22806,427002408.00,1050.65,2.10130,1.26211,0.41485,-0.57877,427002408,2.53,500,0.4,1.8,5,NZDCAD
23550,422002408.00,954.79,2.23604,1.23861,0.37701,-0.57170,422002408,2.53,427,0.4,2,5,NZDCAD
23178,365002408.00,787.68,1.71235,1.17117,0.31236,-0.53757,365002408,2.52,460,0.4,1.9,5,NZDCAD
9724,69001809.00,2998.00,1.18874,1.51758,1.21994,-0.00034,69001809,2.46,2522,0.2,1.5,3,NZDCAD
4950,146002408.00,774.78,0.97457,1.39790,0.31609,-0.00015,146002408,2.45,795,0.4,1.8,2,NZDCAD
16513,294002308.00,968.27,2.77441,1.39694,0.41261,-0.22972,294002308,2.35,349,0.5,1.7,4,NZDCAD
3865,230002308.00,398.49,0.68118,1.19333,0.16986,-0.10764,230002308,2.35,585,0.5,1.5,2,NZDCAD
3121,230002308.00,431.77,0.64347,1.20192,0.18415,-0.11304,230002308,2.34,671,0.5,1.3,2,NZDCAD
2749,231002308.00,538.39,0.77578,1.26017,0.22994,-0.07705,231002308,2.34,694,0.5,1.2,2,NZDCAD
22434,274002308.00,1217.07,2.37709,1.29498,0.52038,-0.50165,274002308,2.34,512,0.4,1.7,5,NZDCAD
11677,279002308.00,640.81,1.69976,1.31124,0.27466,-0.12358,279002308,2.33,377,0.5,2,3,NZDCAD
16141,286002308.00,1563.14,4.10273,1.64627,0.67454,-0.07838,286002308,2.32,381,0.5,1.6,4,NZDCAD
8236,67002209.00,2845.00,0.94770,1.52749,1.25202,-0.00013,67002209,2.27,3002,0.2,1.1,3,NZDCAD
16792,90002209.00,3966.87,1.93035,1.70969,1.74622,-0.00003,90002209,2.27,2055,0.2,1.8,4,NZDCAD
10840,74002209.00,3085.64,1.35098,1.56018,1.35845,-0.00003,74002209,2.27,2284,0.2,1.8,3,NZDCAD
22403,208002209.00,3964.56,4.26756,1.79433,1.76322,-0.00192,208002209,2.25,929,0.3,1.7,5,NZDCAD
22775,208002209.00,3702.95,4.35129,1.76155,1.64712,0.00032,208002209,2.25,851,0.3,1.8,5,NZDCAD
2377,266002208.00,545.56,0.77384,1.24671,0.24317,-0.09839,266002208,2.24,705,0.5,1.1,2,NZDCAD
14994,234002208.00,1944.77,2.91570,1.68949,0.87117,-0.00194,234002208,2.23,667,0.4,1.3,4,NZDCAD
19830,193002208.00,3005.61,3.90339,2.05449,1.34762,-0.00174,193002208,2.23,770,0.4,1,5,NZDCAD
15366,245002208.00,1959.81,3.03847,1.73416,0.87908,-0.00454,245002208,2.23,645,0.4,1.4,4,NZDCAD
11584,76002009.00,2368.04,1.13087,1.45683,1.06719,0.00022,76002009,2.22,2094,0.2,2,3,NZDCAD
8980,69002009.00,2763.72,1.00499,1.47899,1.24667,-0.00050,69002009,2.22,2750,0.2,1.3,3,NZDCAD
11212,72002009.00,2514.96,1.15207,1.44883,1.13451,0.00108,72002009,2.22,2183,0.2,1.9,3,NZDCAD
16420,108002009.00,4194.35,2.05002,1.66028,1.89231,0.00052,108002009,2.22,2046,0.2,1.7,4,NZDCAD
6004,63002009.00,2963.01,0.61936,1.43046,1.33735,-0.00037,63002009,2.22,4784,0.2,0.5,3,NZDCAD
11956,63002009.00,3559.39,0.79646,1.49944,1.60654,-0.00016,63002009,2.22,4469,0.2,0.5,4,NZDCAD
18280,71002009.00,5154.95,1.32144,1.64318,2.32768,-0.00026,71002009,2.21,3901,0.2,0.6,5,NZDCAD
7492,68002009.00,2871.65,0.85390,1.51018,1.29756,-0.00009,68002009,2.21,3363,0.2,0.9,3,NZDCAD
7120,70002009.00,3026.89,0.82815,1.47339,1.39066,-0.00013,70002009,2.18,3655,0.2,0.8,3,NZDCAD
8701,271002108.00,668.49,1.27089,1.26257,0.30937,-0.19297,271002108,2.16,526,0.5,1.2,3,NZDCAD
19117,232002108.00,1160.74,2.01868,1.33213,0.53848,-0.37292,232002108,2.16,575,0.5,0.8,5,NZDCAD
8329,270002108.00,671.38,1.24792,1.29573,0.31667,-0.19475,270002108,2.12,538,0.5,1.1,3,NZDCAD
2005,230002108.00,689.28,0.87472,1.34139,0.32511,-0.06978,230002108,2.12,788,0.5,1,2,NZDCAD
19861,297002108.00,1083.67,2.25295,1.33078,0.51113,-0.36354,297002108,2.12,481,0.5,1,5,NZDCAD
13909,276002108.00,1412.94,2.74357,1.62306,0.66643,-0.08212,276002108,2.12,515,0.5,1,4,NZDCAD
14281,276002108.00,1458.84,3.15084,1.63877,0.68808,-0.09423,276002108,2.12,463,0.5,1.1,4,NZDCAD
11615,140001808.00,1585.74,1.62473,1.55252,0.75359,-0.00009,140001808,2.10,976,0.3,2,3,NZDCAD
8639,107001808.00,1892.97,1.33873,1.51672,0.90052,0.00017,107001808,2.10,1414,0.3,1.2,3,NZDCAD
20543,134001808.00,3881.01,3.35728,1.84897,1.84758,0.00038,134001808,2.10,1156,0.3,1.2,5,NZDCAD
20605,295002008.00,960.99,2.24007,1.29106,0.45756,-0.45680,295002008,2.10,429,0.5,1.2,5,NZDCAD
17536,108001809.00,3530.05,1.91955,1.57009,1.68163,0.00090,108001809,2.10,1839,0.2,2,4,NZDCAD
23519,212001808.00,3541.15,4.37719,1.85490,1.68781,-0.00441,212001808,2.10,809,0.3,2,5,NZDCAD
17567,265001808.00,2488.70,2.88712,1.70489,1.19202,0.00023,265001808,2.09,862,0.3,2,4,NZDCAD
22868,562002008.00,1158.11,5.46278,1.34652,0.55629,-0.14383,562002008,2.08,212,0.6,1.8,5,NZDCAD
18776,403002008.00,1162.77,2.51682,1.39028,0.56239,-0.22246,403002008,2.07,462,0.6,0.7,5,NZDCAD
19892,391002008.00,1518.41,4.51908,1.50051,0.73455,-0.11679,391002008,2.07,336,0.6,1,5,NZDCAD
12824,360002008.00,772.02,1.61173,1.28393,0.37470,-0.24149,360002008,2.06,479,0.6,0.7,4,NZDCAD
19520,403002008.00,1327.28,3.52064,1.49095,0.64472,-0.14110,403002008,2.06,377,0.6,0.9,5,NZDCAD
13568,405002008.00,1225.18,3.04771,1.47190,0.59512,-0.09747,405002008,2.06,402,0.6,0.9,4,NZDCAD
20264,400002008.00,1587.96,5.13903,1.73357,0.77187,-0.09531,400002008,2.06,309,0.6,1.1,5,NZDCAD
13940,403002008.00,1219.98,3.44627,1.48918,0.59310,-0.12071,403002008,2.06,354,0.6,1,4,NZDCAD
3803,114001708.00,1136.40,0.72940,1.37061,0.55314,0.00002,114001708,2.05,1558,0.3,1.5,2,NZDCAD
455,78001708.00,1381.17,0.53994,1.37131,0.67309,-0.00006,78001708,2.05,2558,0.3,0.6,2,NZDCAD
12731,107001708.00,2579.47,1.43703,1.59537,1.25744,-0.00068,107001708,2.05,1795,0.3,0.7,4,NZDCAD
6779,107001708.00,2044.97,1.05140,1.57863,0.99699,-0.00083,107001708,2.05,1945,0.3,0.7,3,NZDCAD
12390,175002008.00,1995.64,1.70568,1.61792,0.97478,-0.00259,175002008,2.05,1170,0.4,0.6,4,NZDCAD
14560,70001809.00,4071.21,1.58660,1.60389,2.06146,-0.00009,70001809,1.98,2566,0.2,1.2,4,NZDCAD
22899,880001907.00,1591.47,9.82389,1.81456,0.80826,-0.09981,880001907,1.97,162,0.7,1.8,5,NZDCAD
19148,397001908.00,1409.63,3.45498,1.56838,0.71869,-0.13319,397001908,1.96,408,0.6,0.8,5,NZDCAD
1199,110001608.00,1362.94,0.61811,1.35605,0.70163,-0.00010,110001608,1.94,2205,0.3,0.8,2,NZDCAD
7895,98001808.00,2062.99,1.33960,1.53487,1.07354,-0.00025,98001808,1.92,1540,0.3,1,3,NZDCAD
11243,134001808.00,1575.34,1.49180,1.47974,0.81979,0.00074,134001808,1.92,1056,0.3,1.9,3,NZDCAD
4175,98001508.00,1046.62,0.71150,1.36576,0.57929,0.00009,98001508,1.81,1471,0.3,1.6,2,NZDCAD
3431,98001508.00,1214.24,0.72362,1.42376,0.67337,0.00006,98001508,1.80,1678,0.3,1.4,2,NZDCAD
14591,118001508.00,2596.96,2.09264,1.69637,1.44119,0.00019,118001508,1.80,1241,0.3,1.2,4,NZDCAD
19551,487001707.00,1368.99,4.97815,1.70147,0.76640,-0.06656,487001707,1.79,275,0.7,0.9,5,NZDCAD
19954,776001707.00,1172.91,5.83537,1.66966,0.65917,-0.07492,776001707,1.78,201,0.8,1,5,NZDCAD
22155,775001707.00,1204.10,7.52563,1.61887,0.67999,-0.06268,775001707,1.77,160,0.7,1.6,5,NZDCAD
9166,670001707.00,548.35,3.04639,1.44178,0.31880,-0.02948,670001707,1.72,180,0.8,1.3,3,NZDCAD
21442,784001707.00,1103.58,7.71734,1.68455,0.64161,-0.05593,784001707,1.72,143,0.8,1.4,5,NZDCAD
19582,557001707.00,1182.44,5.65761,1.74655,0.68745,-0.05247,557001707,1.72,209,0.8,0.9,5,NZDCAD
12514,428001707.00,735.58,2.38052,1.49294,0.43008,-0.07130,428001707,1.71,309,0.8,0.6,4,NZDCAD
6562,428001707.00,508.28,1.56877,1.32759,0.29753,-0.07250,428001707,1.71,324,0.8,0.6,3,NZDCAD
13258,504001707.00,809.44,3.23776,1.53592,0.47431,-0.08182,504001707,1.71,250,0.8,0.8,4,NZDCAD
18373,276001608.00,1028.48,1.47770,1.34721,0.61410,-0.33187,276001608,1.67,696,0.5,0.6,5,NZDCAD
5260,74001509.00,1975.10,0.69375,1.49044,1.24182,0.00043,74001509,1.59,2847,0.2,1.9,2,NZDCAD
1571,106001208.00,1416.66,0.68076,1.39854,0.89944,-0.00013,106001208,1.58,2081,0.3,0.9,2,NZDCAD
2439,269001507.00,428.55,1.15512,1.32083,0.27347,-0.03578,269001507,1.57,371,0.7,1.1,2,NZDCAD
13847,123001208.00,2750.17,1.96301,1.66146,1.76855,-0.00334,123001208,1.56,1401,0.3,1,4,NZDCAD
19799,122001208.00,3746.73,2.85792,1.81744,2.40963,-0.00299,122001208,1.55,1311,0.3,1,5,NZDCAD
9011,134001208.00,2039.94,1.50660,1.56872,1.31275,-0.00016,134001208,1.55,1354,0.3,1.3,3,NZDCAD
20233,270001507.00,1123.79,2.55407,1.36336,0.73114,-0.51431,270001507,1.54,440,0.5,1.1,5,NZDCAD
22093,453001407.00,1160.59,3.52763,1.36523,0.75544,-0.51991,453001407,1.54,329,0.5,1.6,5,NZDCAD
3400,63001409.00,1895.66,0.56638,1.42616,1.27487,0.00030,63001409,1.49,3347,0.2,1.4,2,NZDCAD
14250,193001408.00,1963.15,2.62103,1.70292,1.32136,-0.00568,193001408,1.49,749,0.4,1.1,4,NZDCAD
8298,193001408.00,1464.76,1.69532,1.55246,0.98661,0.00007,193001408,1.48,864,0.4,1.1,3,NZDCAD
16203,731001407.00,543.32,3.39575,1.38306,0.36848,-0.18104,731001407,1.47,160,0.7,1.6,4,NZDCAD
19489,255001407.00,1140.23,2.15138,1.40179,0.78237,-0.56739,255001407,1.46,530,0.5,0.9,5,NZDCAD
14746,723001407.00,860.54,4.57734,1.53064,0.59773,-0.08949,723001407,1.44,188,0.8,1.2,4,NZDCAD
20326,777001407.00,927.30,5.26875,1.54389,0.64416,-0.10011,777001407,1.44,176,0.8,1.1,5,NZDCAD
23674,1107001407.00,752.74,6.84309,1.43156,0.52300,-0.09795,1107001407,1.44,110,0.8,2,5,NZDCAD
6376,69001309.00,3003.68,0.71059,1.46531,2.13612,-0.00024,69001309,1.41,4227,0.2,0.6,3,NZDCAD
424,63001309.00,2480.88,0.48191,1.38666,1.76432,-0.00013,63001309,1.41,5148,0.2,0.6,2,NZDCAD
13196,405001307.00,866.06,2.07191,1.38383,0.63509,-0.16191,405001307,1.36,418,0.6,0.8,4,NZDCAD
22062,335001308.00,3240.30,5.95643,2.21343,2.37920,-0.00330,335001308,1.36,544,0.4,1.6,5,NZDCAD
8608,70001309.00,2851.41,0.99700,1.53769,2.14100,-0.00086,70001309,1.33,2860,0.2,1.2,3,NZDCAD
2656,70001309.00,2277.11,0.63306,1.45983,1.71085,-0.00039,70001309,1.33,3597,0.2,1.2,2,NZDCAD
6748,69001309.00,3001.26,0.76290,1.45102,2.26495,-0.00032,69001309,1.33,3934,0.2,0.7,3,NZDCAD
796,57001209.00,2105.02,0.43429,1.41923,1.58875,-0.00019,57001209,1.33,4847,0.2,0.7,2,NZDCAD
12328,63001209.00,3950.33,0.99180,1.57810,2.98312,0.00055,63001209,1.32,3983,0.2,0.6,4,NZDCAD
1168,59001209.00,2097.50,0.46559,1.39541,1.58408,-0.00014,59001209,1.32,4505,0.2,0.8,2,NZDCAD
4888,72001209.00,1765.74,0.60182,1.41435,1.33472,0.00058,72001209,1.32,2934,0.2,1.8,2,NZDCAD
1540,63001309.00,2445.66,0.58119,1.46287,1.85010,-0.00039,63001309,1.32,4208,0.2,0.9,2,NZDCAD
22186,848001207.00,963.91,7.14007,1.56146,0.76322,-0.09030,848001207,1.26,135,0.8,1.6,5,NZDCAD
21070,784001207.00,865.68,6.13957,1.49766,0.68543,-0.08792,784001207,1.26,141,0.8,1.3,5,NZDCAD
22558,774001207.00,1073.48,7.89324,1.59912,0.85002,-0.11017,774001207,1.26,136,0.8,1.7,5,NZDCAD
23209,428001207.00,1574.74,5.37454,1.82651,1.26307,-0.55619,428001207,1.25,293,0.5,1.9,5,NZDCAD
12142,428001207.00,756.38,2.05538,1.47397,0.61674,-0.10031,428001207,1.23,368,0.8,0.5,4,NZDCAD
6190,417001207.00,702.30,1.83848,1.48799,0.57265,-0.03313,417001207,1.23,382,0.8,0.5,3,NZDCAD
2098,259001207.00,381.27,1.19896,1.30150,0.31089,-0.03141,259001207,1.23,318,0.8,1,2,NZDCAD
8050,443001207.00,681.56,2.78188,1.51139,0.55622,-0.04061,443001207,1.23,245,0.8,1,3,NZDCAD
15397,365001207.00,490.42,1.24789,1.19550,0.40031,-0.49199,365001207,1.23,393,0.5,1.4,4,NZDCAD
238,414001207.00,463.97,0.99351,1.30368,0.37916,-0.03212,414001207,1.22,467,0.8,0.5,2,NZDCAD
20698,778001207.00,1105.21,6.69824,1.67167,0.90392,-0.04349,778001207,1.22,165,0.8,1.2,5,NZDCAD
22930,1106001207.00,865.41,7.33398,1.53693,0.70790,-0.07800,1106001207,1.22,118,0.8,1.8,5,NZDCAD
16978,755001207.00,715.22,5.37759,1.49911,0.58504,-0.08293,755001207,1.22,133,0.8,1.8,4,NZDCAD
23302,1015001207.00,892.86,7.83211,1.52685,0.73037,-0.08150,1015001207,1.22,114,0.8,1.9,5,NZDCAD
17164,108001208.00,4083.90,2.06780,1.70916,3.34031,0.00130,108001208,1.22,1975,0.2,1.9,4,NZDCAD
9910,634001207.00,445.56,2.63645,1.39202,0.36447,-0.04000,634001207,1.22,169,0.8,1.5,3,NZDCAD
1726,270001207.00,271.57,0.78037,1.19457,0.22213,-0.10997,270001207,1.22,348,0.8,0.9,2,NZDCAD
10654,585001207.00,394.22,2.55987,1.30533,0.32250,-0.08596,585001207,1.22,154,0.8,1.7,3,NZDCAD
2284,58001208.00,1904.31,0.50768,1.37670,1.55878,-0.00030,58001208,1.22,3751,0.2,1.1,2,NZDCAD
4144,74001208.00,1736.22,0.55488,1.41541,1.42164,0.00018,74001208,1.22,3129,0.2,1.6,2,NZDCAD
1912,63001208.00,2063.71,0.51761,1.45406,1.69133,-0.00018,63001208,1.22,3987,0.2,1,2,NZDCAD
4516,71001208.00,1689.95,0.56275,1.42641,1.38501,0.00048,71001208,1.22,3003,0.2,1.7,2,NZDCAD
7864,69001208.00,2762.55,0.86007,1.52920,2.26825,-0.00054,69001208,1.22,3212,0.2,1,3,NZDCAD
18094,548001207.00,1010.42,2.94583,1.60824,0.83012,-0.08018,548001207,1.22,343,0.8,0.5,5,NZDCAD
16885,385001107.00,706.43,2.11506,1.36020,0.58151,-0.57957,385001107,1.21,334,0.5,1.8,4,NZDCAD
21814,784001207.00,1142.38,8.46207,1.72110,0.94211,-0.08207,784001207,1.21,135,0.8,1.5,5,NZDCAD
16947,717001207.00,761.75,4.35286,1.57678,0.62975,-0.15164,717001207,1.21,175,0.7,1.8,4,NZDCAD
14343,467001207.00,898.00,3.66531,1.59281,0.74265,-0.16998,467001207,1.21,245,0.7,1.1,4,NZDCAD
13599,454001107.00,955.86,3.42602,1.58011,0.80441,-0.08608,454001107,1.19,279,0.7,0.9,4,NZDCAD
20295,453001107.00,1213.97,5.16583,1.68550,1.02181,-0.12052,453001107,1.19,235,0.7,1.1,5,NZDCAD
18435,487001107.00,1143.35,2.96205,1.64473,0.96278,-0.14368,487001107,1.19,386,0.7,0.6,5,NZDCAD
18466,548001206.00,1078.98,3.77266,1.95236,0.91372,-0.08888,548001206,1.18,286,0.8,0.6,5,NZDCAD
19179,487001107.00,1320.56,4.34395,1.80545,1.12013,-0.11223,487001107,1.18,304,0.7,0.8,5,NZDCAD
5663,117001008.00,999.30,0.78070,1.38531,0.86138,-0.00018,117001008,1.16,1280,0.3,2,2,NZDCAD
11274,268001107.00,485.26,0.80474,1.22310,0.41854,-0.59880,268001107,1.16,603,0.4,1.9,3,NZDCAD
15738,207001107.00,1953.28,3.16577,1.89210,1.75132,-0.00509,207001107,1.12,617,0.4,1.5,4,NZDCAD
10530,196001107.00,1203.88,1.85784,1.56222,1.08818,0.00023,196001107,1.11,648,0.4,1.7,3,NZDCAD
3462,131001007.00,830.88,0.87924,1.44250,0.75897,-0.00910,131001007,1.09,945,0.4,1.4,2,NZDCAD
6407,95001008.00,2000.74,0.94508,1.50826,1.85470,-0.00088,95001008,1.08,2117,0.3,0.6,3,NZDCAD
23705,1062001006.00,979.90,12.40380,2.23491,0.91546,-0.07611,1062001006,1.07,79,0.9,2,5,NZDCAD
14374,582001006.00,779.48,4.33044,1.64365,0.72948,-0.09602,582001006,1.07,180,0.8,1.1,4,NZDCAD
2842,521001006.00,196.45,0.76143,1.19221,0.18386,-0.10189,521001006,1.07,258,0.8,1.2,2,NZDCAD
14002,465001006.00,840.72,4.02258,1.67350,0.78724,-0.08873,465001006,1.07,209,0.8,1,4,NZDCAD
1354,300001006.00,410.23,1.16213,1.38803,0.38416,-0.02990,300001006,1.07,353,0.8,0.8,2,NZDCAD
8422,635001006.00,446.95,2.15918,1.42459,0.41867,-0.09975,635001006,1.07,207,0.8,1.1,3,NZDCAD
13630,428001006.00,858.55,3.90250,1.75335,0.80456,-0.08341,428001006,1.07,220,0.8,0.9,4,NZDCAD
7678,427001006.00,433.66,1.82210,1.38910,0.40640,-0.09519,427001006,1.07,238,0.8,0.9,3,NZDCAD
20729,775001006.00,683.91,5.22069,1.63717,0.64227,-0.06247,775001006,1.06,131,0.9,1.2,5,NZDCAD
14777,567001006.00,750.41,5.39863,1.77064,0.70472,-0.06338,567001006,1.06,139,0.9,1.2,4,NZDCAD
14405,777001006.00,670.57,4.56170,1.64387,0.62992,-0.10080,777001006,1.06,147,0.9,1.1,4,NZDCAD
982,300001006.00,420.87,1.06820,1.37708,0.39590,-0.03539,300001006,1.06,394,0.8,0.7,2,NZDCAD
19210,504001006.00,1120.94,4.65120,1.91884,1.06019,-0.12263,504001006,1.06,241,0.8,0.8,5,NZDCAD
18497,767001006.00,829.71,3.67128,1.68649,0.78596,-0.07915,767001006,1.06,226,0.9,0.6,5,NZDCAD
12545,537001006.00,708.59,3.10785,1.65621,0.67122,-0.08807,537001006,1.06,228,0.9,0.6,4,NZDCAD
3493,230001007.00,453.31,0.72646,1.28840,0.43161,-0.17219,230001007,1.05,624,0.5,1.4,2,NZDCAD
4981,288001007.00,451.80,0.82899,1.32195,0.43121,-0.15093,288001007,1.05,545,0.5,1.8,2,NZDCAD
22465,433001007.00,1801.09,5.50792,1.73445,1.72360,-0.33044,433001007,1.04,327,0.5,1.7,5,NZDCAD
12049,276001007.00,1294.79,1.52328,1.64105,1.24038,-0.16369,276001007,1.04,850,0.5,0.5,4,NZDCAD
9073,355001007.00,763.91,1.56219,1.38347,0.73204,-0.17679,355001007,1.04,489,0.5,1.3,3,NZDCAD
6841,232001007.00,1123.39,1.50186,1.56872,1.07725,-0.00153,232001007,1.04,748,0.5,0.7,3,NZDCAD
9445,272001007.00,914.91,1.93837,1.54895,0.87740,-0.03959,272001007,1.04,472,0.5,1.4,3,NZDCAD
4237,230001007.00,497.69,0.87161,1.27445,0.47997,-0.10961,230001007,1.04,571,0.5,1.6,2,NZDCAD
22961,911001006.00,711.19,6.97245,1.60421,0.68658,-0.08737,911001006,1.04,102,0.9,1.8,5,NZDCAD
18838,548001006.00,1015.91,3.83362,1.71752,0.98098,-0.12021,548001006,1.04,265,0.8,0.7,5,NZDCAD
12421,230001007.00,1379.09,1.78870,1.61491,1.33244,-0.16996,230001007,1.04,771,0.5,0.6,4,NZDCAD
10933,278001007.00,938.68,2.33503,1.70680,0.90804,-0.00328,278001007,1.03,402,0.5,1.8,3,NZDCAD
5446,680001006.00,260.57,1.35010,1.31824,0.25210,-0.03665,680001006,1.03,193,0.8,1.9,2,NZDCAD
176,215001007.00,605.27,0.71376,1.33755,0.58699,-0.11121,215001007,1.03,848,0.6,0.5,2,NZDCAD
6469,230001007.00,659.76,0.79585,1.27672,0.64119,-0.32558,230001007,1.03,829,0.5,0.6,3,NZDCAD
19923,487001007.00,1237.69,4.67053,1.71083,1.20599,-0.16039,487001007,1.03,265,0.7,1,5,NZDCAD
21721,453001007.00,2217.82,6.44715,2.19505,2.16383,-0.00130,453001007,1.03,344,0.5,1.5,5,NZDCAD
15862,668001006.00,704.09,4.75737,1.54926,0.68904,-0.08379,668001006,1.02,148,0.8,1.5,4,NZDCAD
17257,354001007.00,1188.49,3.62345,1.66823,1.16671,-0.16986,354001007,1.02,328,0.5,1.9,4,NZDCAD
16606,723001006.00,623.19,4.54883,1.62179,0.62063,-0.18000,723001006,1.00,137,0.8,1.7,4,NZDCAD
2036,288001007.00,521.65,0.95892,1.35115,0.51985,-0.12129,288001007,1.00,544,0.6,1,2,NZDCAD
15118,592001006.00,606.31,3.81327,1.61284,0.60751,-0.15205,592001006,1.00,159,0.8,1.3,4,NZDCAD
20574,249000907.00,2620.41,3.92277,1.82572,2.62822,-0.03666,249000907,1.00,668,0.4,1.2,5,NZDCAD
10902,274000907.00,1177.16,1.95217,1.62640,1.18390,0.00124,274000907,0.99,603,0.4,1.8,3,NZDCAD
17970,209000907.00,2044.49,1.58488,1.57951,2.07533,-0.18345,209000907,0.99,1290,0.4,0.5,5,NZDCAD
12018,228000907.00,1635.71,1.21705,1.46612,1.66554,-0.18597,228000907,0.98,1344,0.4,0.5,4,NZDCAD
19086,163000907.00,2816.46,3.07139,1.95973,2.87779,-0.00428,163000907,0.98,917,0.4,0.8,5,NZDCAD
14312,402001007.00,1077.22,3.18704,1.64025,1.10084,-0.26642,402001007,0.98,338,0.6,1.1,4,NZDCAD
8360,362001007.00,659.27,1.69478,1.42633,0.67373,-0.21052,362001007,0.98,389,0.6,1.1,3,NZDCAD
2315,100000907.00,1249.52,0.69572,1.38823,1.27883,0.00010,100000907,0.98,1796,0.3,1.1,2,NZDCAD
19241,691000906.00,985.05,5.10389,1.78041,1.01278,-0.11161,691000906,0.97,193,0.9,0.8,5,NZDCAD
13289,446000906.00,719.26,3.59630,1.60459,0.74818,-0.11279,446000906,0.96,200,0.9,0.8,4,NZDCAD
18001,276000907.00,1843.72,2.25118,1.92311,1.92751,-0.00410,276000907,0.96,819,0.5,0.5,5,NZDCAD
17009,813000906.00,629.13,6.35485,1.63365,0.66361,-0.10050,813000906,0.95,99,0.9,1.8,4,NZDCAD
13165,231000907.00,1408.58,2.26096,1.61759,1.49474,-0.13260,231000907,0.94,623,0.5,0.8,4,NZDCAD
7213,230000907.00,794.97,1.20450,1.34661,0.84420,-0.19632,230000907,0.94,660,0.5,0.8,3,NZDCAD
1261,231000907.00,596.35,0.70574,1.31619,0.63344,-0.16847,231000907,0.94,845,0.5,0.8,2,NZDCAD
10189,279000907.00,579.31,1.35353,1.30597,0.61568,-0.33132,279000907,0.94,428,0.5,1.6,3,NZDCAD
18714,180000907.00,2146.67,2.22684,1.73016,2.28403,-0.20564,180000907,0.94,964,0.4,0.7,5,NZDCAD
7926,193000907.00,1469.90,1.56206,1.63072,1.56507,0.00074,193000907,0.94,941,0.4,1,3,NZDCAD
8670,196000907.00,1409.04,1.75036,1.57946,1.50278,-0.00028,196000907,0.94,805,0.4,1.2,3,NZDCAD
14622,254000907.00,2009.36,2.83009,1.73946,2.14430,-0.00490,254000907,0.94,710,0.4,1.2,4,NZDCAD
10685,932000906.00,340.81,2.88822,1.40379,0.36419,-0.08431,932000906,0.94,118,0.9,1.7,3,NZDCAD
19985,665000906.00,870.93,5.69235,1.77029,0.94472,-0.11396,665000906,0.92,153,0.9,1,5,NZDCAD
14033,875000906.00,627.53,4.12849,1.56615,0.68070,-0.11965,875000906,0.92,152,0.9,1,4,NZDCAD
20357,778000906.00,900.38,6.29636,1.83094,0.97693,-0.09502,778000906,0.92,143,0.9,1.1,5,NZDCAD
8081,545000906.00,387.84,2.17888,1.38835,0.42088,-0.11481,545000906,0.92,178,0.9,1,3,NZDCAD
12762,155000807.00,2073.45,1.99562,1.84725,2.25077,-0.00588,155000807,0.92,1039,0.4,0.7,4,NZDCAD
6810,148000807.00,1488.35,1.28306,1.66097,1.61563,-0.00904,148000807,0.92,1160,0.4,0.7,3,NZDCAD
18342,175000807.00,2615.48,2.30439,1.89424,2.83977,-0.00349,175000807,0.92,1135,0.4,0.6,5,NZDCAD
17381,804000906.00,630.55,6.63737,1.65224,0.68531,-0.08433,804000906,0.92,95,0.9,1.9,4,NZDCAD
2718,135000807.00,884.73,0.84020,1.46178,0.96503,0.00079,135000807,0.92,1053,0.4,1.2,2,NZDCAD
22589,765000906.00,868.47,7.89518,1.60930,0.95168,-0.11400,765000906,0.91,110,0.9,1.7,5,NZDCAD
16637,875000906.00,591.82,5.14626,1.47095,0.64852,-0.14143,875000906,0.91,115,0.9,1.7,4,NZDCAD
21349,400000707.00,2634.92,7.29895,2.69860,2.90158,-0.00160,400000707,0.91,361,0.5,1.4,5,NZDCAD
9197,635000906.00,460.29,3.15267,1.51543,0.51149,-0.09357,635000906,0.90,146,0.9,1.3,3,NZDCAD
1664,149000807.00,514.78,0.88147,1.34525,0.57306,-0.09352,149000807,0.90,584,0.6,0.9,2,NZDCAD
8732,286000807.00,594.64,1.62470,1.36851,0.66196,-0.26483,286000807,0.90,366,0.6,1.2,3,NZDCAD
